Name	Label	Definitional reference	Definition
dry_wet_phase_inversion_technique	dry-wet phase inversion technique	CHMO:0002215	A technique for preparing a polymer membrane by mixing polymer and solvent then casting this solution onto a surface and allowing the solvent to partially evaporate. The film is them immersed in a nonsolvent causing solidification.
stagnation_point_adsorption_reflectometry	stagnation point adsorption reflectometry	CHMO:0000217	A method for determining structure by illuminating an extremely flat surface with visible light and monitoring the intensity of light reflected at the Brewster angle during the adsorption of particles on the surface.
optically_induced_electrokinetic_patterning	optically induced electrokinetic patterning	CHMO:0002148	Any technique that utlilises the movement of particles under the influence of an electric field e.g. electroosmosis or electrophoresis in conjunction with illumination of a photosensitive substrate to form a pattern.
k_resolved_inverse_photoelectron_spectroscopy	k-resolved inverse photoelectron spectroscopy	CHMO:0000383	Spectroscopy where the sample is bombarded with electrons which decay in unoccupied states emitting bremsstrahlung radiation which is detected as a function of the vector k where k is the difference between the wave vectors of the incident and scattered radiation.
photoionisation_detection	photoionisation detection	CHMO:0001729	A detection method that is sensitive to volatile organic compounds. A carrier gas e.g. methane containing the sample is bombarded with high-energy UV photons resulting in ionisation. The current generated by these gaseous ions is then measured.
deep_ultra_violet_resonance_raman_spectroscopy	deep ultra-violet resonance Raman spectroscopy	CHMO:0000672	Spectroscopy where the Raman scattering of monochromatic light from a deep ultraviolet <300 nm laser by a sample is detected. The energy of the incoming laser is adjusted such that it or the scattered light coincides with an electronic transition within the sample.
high_voltage_transmission_electron_microscopy	high-voltage transmission electron microscopy	CHMO:0000085	Microscopy where an electron-transparent specimen is bombarded with a finely focused <10 nm diameter electron beam with an acceleration voltage 7003000 kV under vacuum and the intensities of the transmitted electrons are measured.
1h_pulsed_field_gradient_spin_echo_nuclear_magnetic_resonance_spectroscopy	1H pulsed field-gradient spin echo nuclear magnetic resonance spectroscopy	CHMO:0002487	An NMR experiment in which pulsed field gradients are applied to a spin echo sequence to cleanly and precisely excite particular 1H nuclei resonances. Additionally attenuation of signals occurs related to molecular diffusion allowing this technique to be used to determine self-diffusion coefficients.
visible_spectrophotometry	visible spectrophotometry	CHMO:0002590	Spectroscopy where the sample absorbs radiation from the visible region 380800 nm resulting in electronic transitions within the sample.
flame_ionisation_detection	flame ionisation detection	CHMO:0001719	A detection method which is sensitive to compounds containing CH bonds. A flow of carrier gas containing the sample is mixed with H2 and air and ignited. Any positively-charged radicals resulting from this process are collected at a cathode allowing the current to be measured.
electron_beam_curing	electron beam curing	CHMO:0001481	A chemical process in which a prepolymer is converted into a polymer and then into a network upon irradiation with an electron beam.
earles_balanced_salt_solution	Earle's balanced salt solution	CHMO:0002439	A solution containing CaCl2 MgSO4 KCl NaHCO3 NaCl NaH2PO4 and phenol red that resists changes to its pH.
tunable_diode_laser_absorption_spectroscopy	tunable diode laser absorption spectroscopy	CHMO:0000442	A type of laser spectroscopy where a diode laser is tuned to a specific absorption line of interest in the sample and the intensity of the transmitted radiation is measured.
gravitational_field_flow_fractionation	gravitational field-flow fractionation	CHMO:0001630	A technique for separating small particles from solution by placing the sample in a narrow channel such that the Earth's gravitational field is perpendicular to the channel. A carrier liquid is then passed through the channel and the particles are separated on the basis of particle size.
photoinduced_current_transient_spectroscopy	photoinduced current transient spectroscopy	CHMO:0001777	A method for determining the extent of intrinsic and process-induced defects in the  crystalline layers within  semiconductor devices. Defects arising from impurities grain boundaries interfaces etc. result in the creation of traps that capture free electrons and holes. By monitoring the current produced by applying an optical pulse to the semiconductor junction at different temperatures spectra are generated which exhibit peaks the height of which are proportional to the defect density and the emission rate and temperature dependence are characteristic for each type of defect.
atomic_layer_chemical_vapour_deposition	atomic layer chemical vapour deposition	CHMO:0001317	A synthesis method where the substrate is exposed to one or more volatile precursors which react or decompose on the surface to produce a monolayer deposit. The surface reaction is self-limiting resulting in a nanometre thickness of film.
		CHMO:0000000	
129i_mossbauer_spectroscopy	129I Mossbauer spectroscopy	CHMO:0002035	Spectroscopy where the intensity of a gamma-rays beam transmitted through a solid sample containing 129I nuclei is detected.
document	document	IAO:0000310	A collection of information content entities intended to be understood together as a whole"en
matrix_assisted_laser_desorption_ionisation_mass_spectrometer	matrix assisted laser desorption-ionisation mass spectrometer	CHMO:0002202	A mass spectrometer that uses a plate to hold the sample in a matrix such as crystallised dihydrobenzoic acid whilst it is vaporised and ionised using a high-energy pulsed laser.
hepes_buffer	HEPES buffer	CHMO:0001759	A buffer solution where the pH is maintained by an equilibrium involving 2-4-2-hydroxyethylpiperazin-1-ylethanesulfonic acid.
normal_phase_liquid_chromatography	normal-phase liquid chromatography	CHMO:0001051	Liquid chromatography where the stationary phase is more polar than the mobile phase. This is the default for liquid chromatography.
